title,vqq_score,need_vip,cast,play_amt,vqq_play_link,img_link
大兵日记原版,8.9,True,主演：查尔斯·卓别林 亨利·伯格曼 Edna Purviance Syd Chaplin 艾德娜·珀薇安丝,74万,"<a href=""https://v.qq.com/x/cover/192hw8v7zjhpqax.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/192hw8v7zjhpqax1550808276/220"">"
撞车,8.9,True,主演：桑德拉·布洛克 唐·钱德尔 威廉·菲德内尔 布兰登·费舍,1279万,"<a href=""https://v.qq.com/x/cover/usn93zzxuhn26xl.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/usn93zzxuhn26xlt1444906953.jpg/220"">"
小公主,8.9,True,主演：利塞尔·马修斯,228万,"<a href=""https://v.qq.com/x/cover/50tc0cdapmmhsmt.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/50tc0cdapmmhsmtt1444838887.jpg/220"">"
蓝白红三部曲之红,8.9,True,主演：伊莲娜·雅各布 让·路易·特兰蒂尼昂 让-皮耶·罗利特 塞缪尔·勒·比汉,202万,"<a href=""https://v.qq.com/x/cover/w3sgclcah3l0hyu.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/w3sgclcah3l0hyu1507541607/220"">"
无名之辈,8.9,True,主演：陈建斌 任素汐 章宇 潘斌龙,2亿,"<a href=""https://v.qq.com/x/cover/tpa0c309erq2p7t.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/tpa0c309erq2p7t1545014750/220"">"
帕丁顿熊2,8.9,False,主演：本·威士肖 休·格兰特 莎莉·霍金斯 休·博内威利 布莱丹·格里森,1亿,"<a href=""https://v.qq.com/x/cover/2noumdi5db9ytrk.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/2noumdi5db9ytrk1510804010/220"">"
记我的母亲,8.9,True,主演：役所广司 树木希林 宫崎葵 三国连太郎 南果步,153万,"<a href=""https://v.qq.com/x/cover/i7mwmt0vravxteh.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/i7mwmt0vravxteh1554948774/220"">"
红气球,8.9,True,主演：Pascal Lamorisse Georges Sellier Vladimir Popov Paul Perey,19万,"<a href=""https://v.qq.com/x/cover/nd7zspnb3hft6ih.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/nd7zspnb3hft6iht1464694309.jpg/220"">"
海市蜃楼,8.9,True,主演：阿德丽安娜·尤加特 奇诺·达林 哈维尔·古铁雷斯 诺拉·纳瓦斯 米格尔·费南德斯,4509万,"<a href=""https://v.qq.com/x/cover/1902rza0d5zclyt.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/1902rza0d5zclyt1559119899/220"">"
大卫·戈尔的一生,8.9,True,主演：凯特·温斯莱特 凯文·史派西 劳拉·琳妮 马特·克拉文 罗娜·迈特拉 凯茜·拉姆金 艾伦·帕克,215万,"<a href=""https://v.qq.com/x/cover/nqpwpurt95y1rwr.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/nqpwpurt95y1rwrt1444934696.jpg/220"">"
毒太阳,8.9,True,主演：尼基塔·米哈尔科夫 娜迪亚·米哈尔科夫 欧列格·缅希科夫 茵格保加·达坤耐特,244万,"<a href=""https://v.qq.com/x/cover/is9d1nqvyvfhzoo.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/is9d1nqvyvfhzoo1534226717/220"">"
这个男人来自地球,8.9,True,主演：大卫·李·史密斯 托尼·托德 约翰·比灵斯列 安妮卡·彼得森,193万,"<a href=""https://v.qq.com/x/cover/67s5g9vttbd6e6r.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/67s5g9vttbd6e6r1523518152/220"">"
发薪日,8.9,True,主演：查理·卓别林 菲利斯 - 阿伦 马克·斯旺,117万,"<a href=""https://v.qq.com/x/cover/rhjgk5bo0uxotgt.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/rhjgk5bo0uxotgt1484798318/220"">"
茶花女,8.8,True,主演：葛丽泰·嘉宝 罗伯特·泰勒 莱昂纳尔·巴里摩尔 伊丽莎白·艾兰,136万,"<a href=""https://v.qq.com/x/cover/tdsimbyohczn92x.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/tdsimbyohczn92x1483533624/220"">"
孙悟空三打白骨精,8.8,True,主演：六龄童 筱昌顺 七龄童,206万,"<a href=""https://v.qq.com/x/cover/ctqmjsh21tux33p.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/ctqmjsh21tux33pt1444809361.jpg/220"">"
神笔,8.8,True,童年回忆！一支神奇的笔,137万,"<a href=""https://v.qq.com/x/cover/4zgltzy3pcu44fw.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/4zgltzy3pcu44fw1516071116/220"">"
回到未来3,8.8,True,主演：迈克尔·J·福克斯 克里斯托弗·洛伊德 玛丽·斯汀伯根,168万,"<a href=""https://v.qq.com/x/cover/p99ju887hncbab6.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/p99ju887hncbab6t1463711612.jpg/220"">"
艺术家,8.8,True,主演：让·杜雅尔丹 贝热尼丝·贝乔 约翰·古德曼 詹姆斯·克伦威尔 比茜·图诺克 佩内洛普·安·米勒 马尔科姆·麦克道威尔,390万,"<a href=""https://v.qq.com/x/cover/21ub9ipnfs1f7zs.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/21ub9ipnfs1f7zst1444806886.jpg/220"">"
好莱坞VIP精选集,8.8,True,好莱坞经典影片合集,12亿,"<a href=""https://v.qq.com/x/cover/0o3n651vzynmbek.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/0o3n651vzynmbek1501643692/220"">"
405谋杀案,8.8,True,主演：仲星火 徐敏 严翔 史久峰,344万,"<a href=""https://v.qq.com/x/cover/0ztwj01x878hlz1.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/0ztwj01x878hlz11550474440/220"">"
里约大冒险,8.8,True,群鸟掀起巴西狂欢热浪,884万,"<a href=""https://v.qq.com/x/cover/zb24obs27w4mfdw.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/zb24obs27w4mfdw1551059156/220"">"
赎罪,8.8,True,主演：凯拉·奈特莉 詹姆斯·麦卡沃伊 西尔莎·罗南 本尼迪克特·康伯巴奇 布兰达·布莱斯 哈丽特·瓦尔特,496万,"<a href=""https://v.qq.com/x/cover/xobabn57w4dmo11.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/xobabn57w4dmo11t1461945624.jpg/220"">"
天生一对,8.8,True,主演：林赛·罗韩 丹尼斯·奎德 娜塔莎·理查德森 伊莲·亨德里克斯,652万,"<a href=""https://v.qq.com/x/cover/cwdcu2rloyxrah2.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/cwdcu2rloyxrah21523440052/220"">"
苏菲的抉择,8.8,True,主演：梅丽尔·斯特里普 凯文·克莱恩 彼特·麦尼科 Rita Karin 约翰·罗斯曼,331万,"<a href=""https://v.qq.com/x/cover/9hd6e2zitpthug3.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/9hd6e2zitpthug3t1463671944.jpg/220"">"
真相之上,8.8,True,主演：凯特·贝金赛尔 马特·狄龙 安吉拉·贝塞特,57万,"<a href=""https://v.qq.com/x/cover/tz1ckqjq9ue2nhu.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/tz1ckqjq9ue2nhut1464769899.jpg/220"">"
龙女,8.8,True,主演：马兰 黄新德 吴亚玲 张辉,16万,"<a href=""https://v.qq.com/x/cover/dkyz8vl0sx1t8t2.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/dkyz8vl0sx1t8t2t1444817337.jpg/220"">"
哥哥，我爱你,8.8,True,主演：朴智彬 裴宗玉 朴元尚,1562万,"<a href=""https://v.qq.com/x/cover/86t4axt5gyk8irs.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/86t4axt5gyk8irst1463697159.jpg/220"">"
奇异博士,8.8,True,主演：本尼迪克特·康伯巴奇 蒂尔达·斯文顿 麦斯·米科尔森 切瓦特·埃加福特 瑞秋·麦克亚当斯,9542万,"<a href=""https://v.qq.com/x/cover/uvl5rs2euhfgoip.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/uvl5rs2euhfgoip1559825874/220"">"
在西伯利亚森林中,8.8,True,主演：拉斐尔·佩尔索纳 Evgeniy Sidikhin,24万,"<a href=""https://v.qq.com/x/cover/yz1v7i4jwf012xy.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/yz1v7i4jwf012xy1552529157/220"">"
驯龙高手3,8.8,True,“黑白双煞”对视配一脸,8762万,"<a href=""https://v.qq.com/x/cover/8rpyk6div4sku7g.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/8rpyk6div4sku7g1540522826/220"">"
麦兜当当伴我心,8.8,True,麦兜合唱团囧事,1411万,"<a href=""https://v.qq.com/x/cover/i52x27fwjoshix5.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/i52x27fwjoshix5t1444875424.jpg/220"">"
国王的演讲,8.8,True,主演：科林·费尔斯 海伦娜·伯翰·卡特 杰弗里·拉什 迈克尔·刚本 盖·皮尔斯 德里克·雅各比,1014万,"<a href=""https://v.qq.com/x/cover/6cdesrgzozlt4u7.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/6cdesrgzozlt4u7t1444739929.jpg/220"">"
金色梦乡,8.8,True,主演：堺雅人 竹内结子 吉冈秀隆 大森南朋 香川照之,324万,"<a href=""https://v.qq.com/x/cover/crctbuxo93driuc.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/crctbuxo93driuct1444808631.jpg/220"">"
红犬历险记,8.8,True,主演：瑞切尔·泰勒 乔什·卢卡斯 诺亚·泰勒 比尔·亨特 凯莎·卡斯特-休伊斯,612万,"<a href=""https://v.qq.com/x/cover/gmj0sqy6o2o2xrz.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/gmj0sqy6o2o2xrzt1444849526.jpg/220"">"
0.5毫米,8.8,True,主演：安藤樱 织本顺吉 津川雅彦,523万,"<a href=""https://v.qq.com/x/cover/5x71n6mdia1se1j.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/5x71n6mdia1se1j1555987530/220"">"
念书的孩子,8.8,True,主演：江化霖 李佳奇 原明轩,75万,"<a href=""https://v.qq.com/x/cover/rp84rhvqy2z9pk0.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/rp84rhvqy2z9pk01537497321/220"">"
白色严冬,8.8,True,主演：鲁伯特·格林特 大卫·克劳斯 弗罗里安·卢卡斯 斯蒂格·亨里克·霍夫 拉克兰·尼布尔,684万,"<a href=""https://v.qq.com/x/cover/i2390cnaakk0d2w.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/i2390cnaakk0d2w1554884254/220"">"
第八日的蝉,8.8,True,主演：井上真央 永作博美 小池荣子 风吹淳 森口瑶子,813万,"<a href=""https://v.qq.com/x/cover/uki834k1y85nfmu.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/uki834k1y85nfmut1461142837.jpg/220"">"
黄飞鸿,8.8,True,主演：李连杰 元彪 关之琳 张学友,8017万,"<a href=""https://v.qq.com/x/cover/b7luyjhoyiuhg6v.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/b7luyjhoyiuhg6v1550195764/220"">"
5月天诺亚方舟,8.8,False,主演：冠佑 温尚翊,701万,"<a href=""https://v.qq.com/x/cover/m1ri9efv8t62dip.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/m1ri9efv8t62dip1555986672/220"">"
加勒比海盗3：世界的尽头,8.8,True,主演：约翰尼·德普 杰弗里·拉什 奥兰多·布鲁姆 凯拉·奈特莉 周润发 比尔·奈伊,3120万,"<a href=""https://v.qq.com/x/cover/dluq5thl5pcvtl5.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/dluq5thl5pcvtl5t1444817583.jpg/220"">"
鬼妈妈,8.8,True,主演：达科塔·范宁 泰瑞·海切尔 伊恩·麦柯肖恩 凯斯·大卫,880万,"<a href=""https://v.qq.com/x/cover/ktvomvijdm6s9zb.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/ktvomvijdm6s9zb1524733093/220"">"
烈日灼心,8.8,False,主演：邓超 段奕宏 郭涛 王珞丹,1亿,"<a href=""https://v.qq.com/x/cover/p23rohsggrrcgdz.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/p23rohsggrrcgdzt1444948708.jpg/220"">"
枪王,8.8,True,主演：张国荣 方中信 黄卓菱 谷德昭 陈法蓉,2064万,"<a href=""https://v.qq.com/x/cover/005nlvznqfvo4y5.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/005nlvznqfvo4y51550719436/220"">"
猩球崛起,8.8,True,主演：詹姆斯·弗兰科 汤姆·费尔顿 芙蕾达·平托 约翰·利特高 布莱恩·考克斯,5706万,"<a href=""https://v.qq.com/x/cover/aggiy0qv89a47k3.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/aggiy0qv89a47k31523422950/220"">"
侏罗纪公园,8.8,True,主演：萨姆·尼尔 劳拉·邓恩 杰夫·高布伦 理查德·阿滕伯勒 约瑟夫·梅泽罗 塞缪尔·杰克逊 鲍勃·佩克,9338万,"<a href=""https://v.qq.com/x/cover/idubxef33n76slz.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/idubxef33n76slzt1444878030.jpg/220"">"
黑衣人,8.8,True,主演：汤米·李·琼斯 威尔·史密斯 琳达·费奥伦蒂诺 文森特·诺费奥 雷普·汤恩,1769万,"<a href=""https://v.qq.com/x/cover/logsvtopsyds1cp.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/logsvtopsyds1cp1559835037/220"">"
我是谁：没有绝对安全的系统,8.8,False,主演：埃利亚斯·穆巴里克 汤姆·希林 汉娜·赫斯普朗 崔娜·蒂虹 沃坦·威尔克·莫林,2756万,"<a href=""https://v.qq.com/x/cover/mtkp03xoh95iijk.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/mtkp03xoh95iijkt1444925073.jpg/220"">"
过春天,8.8,True,主演：黄尧 孙阳 汤加文 倪虹洁 江美仪,3778万,"<a href=""https://v.qq.com/x/cover/5zj1jas6gab6eyo.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/5zj1jas6gab6eyo1559740236/220"">"
猫和老鼠1992电影版,8.8,True,欢喜冤家对对碰,520万,"<a href=""https://v.qq.com/x/cover/0d9l32d1eln0bo2.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/0d9l32d1eln0bo2t1444789073.jpg/220"">"
有话好好说,8.8,True,主演：姜文 李保田 瞿颖 刘信义,3110万,"<a href=""https://v.qq.com/x/cover/79rfl0sj5wmy0xu.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/79rfl0sj5wmy0xut1444750006.jpg/220"">"
僵尸新娘,8.8,True,面对爱情僵尸也疯狂,2380万,"<a href=""https://v.qq.com/x/cover/y4sjfnvudlhv73j.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/y4sjfnvudlhv73jt1444941070.jpg/220"">"
芳心别乡,8.8,True,主演：尼利·马考尔 吉安卡罗·吉安尼尼 凡妮莎·英康塔达,2639万,"<a href=""https://v.qq.com/x/cover/6t64d50ey9j4rp0.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/6t64d50ey9j4rp0t1444744999.jpg/220"">"
第九区,8.8,True,主演：沙尔托·科普雷 肯尼斯·高西 威廉·艾伦·扬 罗伯特·胡布斯 詹森·库伯,3490万,"<a href=""https://v.qq.com/x/cover/nvw3lm5ouqs54cc.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/nvw3lm5ouqs54cct1444936261.jpg/220"">"
我是传奇,8.8,True,主演：威尔·史密斯 艾莉丝·布拉加 莎莉·理查德森,3986万,"<a href=""https://v.qq.com/x/cover/wpdvcrjdshs3rur.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/wpdvcrjdshs3rurt1444926244.jpg/220"">"
大都会,8.8,True,日漫神作！人机爆发生死之争,397万,"<a href=""https://v.qq.com/x/cover/vf3d4isl9edh7qa.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/vf3d4isl9edh7qa1531106628/220"">"
荒野猎人,8.8,True,主演：莱昂纳多·迪卡普里奥 汤姆·哈迪 威尔·保尔特 多姆纳尔·格利森,1亿,"<a href=""https://v.qq.com/x/cover/b7gf4r21y642xhh.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/b7gf4r21y642xhh1556897119/220"">"
怪兽大学,8.8,True,毛怪大眼仔致青春,1521万,"<a href=""https://v.qq.com/x/cover/li46pwpo3e4rsbr.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/li46pwpo3e4rsbrt1444911070.jpg/220"">"
最佳出价,8.8,True,主演：吉姆·斯特吉斯 唐纳德·萨瑟兰 杰弗里·拉什 西尔维娅·侯克斯 菲利普·杰克森,760万,"<a href=""https://v.qq.com/x/cover/bbde6gima0njyiv.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/bbde6gima0njyiv1555298162/220"">"
异形,8.8,True,主演：西格妮·韦弗 哈利·戴恩·斯坦通 约翰·赫特 维罗尼卡·卡维特,5565万,"<a href=""https://v.qq.com/x/cover/87zd07p6ok4h7r6.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/87zd07p6ok4h7r61550474461/220"">"
那些年，我们一起追的女孩,8.8,True,主演：柯震东 陈妍希 郝劭文 蔡昌宪 敖犬,1亿,"<a href=""https://v.qq.com/x/cover/tu0bpgju3a1xno6.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/tu0bpgju3a1xno6t1444999433.jpg/220"">"
太阳照常升起,8.8,False,主演：姜文 房祖名 陈冲 周韵 孔维 崔健 李加民,834万,"<a href=""https://v.qq.com/x/cover/hca3yx78wybm1qf.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/hca3yx78wybm1qft1444856711.jpg/220"">"
起跑线,8.8,False,主演：伊尔凡·可汗 萨巴·卡玛尔 蒂希塔·塞加尔,1亿,"<a href=""https://v.qq.com/x/cover/8k2kc7if816w0v2.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/8k2kc7if816w0v21554685740/220"">"
小王子,8.8,False,儿童文学“圣经”再登大银幕,4627万,"<a href=""https://v.qq.com/x/cover/lqtz6v9pi4ai8l9.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/lqtz6v9pi4ai8l9t1444913649.jpg/220"">"
后天,8.8,True,主演：丹尼斯·奎德 杰克·吉伦哈尔 埃米·罗森 达什·米霍克 杰伊·桑德斯,1889万,"<a href=""https://v.qq.com/x/cover/y60o6957ucc46qo.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/y60o6957ucc46qot1444941410.jpg/220"">"
恐袭波士顿,8.8,True,主演：马克·沃尔伯格 凯文·贝肯 J·K·西蒙斯 米歇尔·莫纳汉 约翰·古德曼 梅利莎·拜诺伊斯特 亚历克斯·沃尔夫,9577万,"<a href=""https://v.qq.com/x/cover/5kolaqljqc3bsim.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/5kolaqljqc3bsim1510022153/220"">"
碟中谍,8.8,True,主演：汤姆·克鲁斯 强·沃特 让·雷诺 艾曼纽·贝阿,5331万,"<a href=""https://v.qq.com/x/cover/f0xkmuqkpmxku1i.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/f0xkmuqkpmxku1it1444832841.jpg/220"">"
闪灵,8.8,True,主演：杰克·尼科尔森 谢莉·杜瓦尔 丹尼·劳埃德,3219万,"<a href=""https://v.qq.com/x/cover/di25h17qqkgj08p.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/di25h17qqkgj08pt1444816456.jpg/220"">"
查理和巧克力工厂,8.8,True,主演：约翰尼·德普 弗莱迪·海默,1212万,"<a href=""https://v.qq.com/x/cover/rzunc9o5l5h1kzj.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/rzunc9o5l5h1kzjt1444979695.jpg/220"">"
明日边缘,8.8,True,主演：汤姆·克鲁斯 艾米莉·布朗特 比尔·帕克斯顿 布莱丹·格里森 约纳斯·阿姆斯特朗,5438万,"<a href=""https://v.qq.com/x/cover/orrvwxp2uvs5n5e.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/orrvwxp2uvs5n5e1523610524/220"">"
风声,8.8,True,主演：周迅 李冰冰 张涵予 黄晓明,1亿,"<a href=""https://v.qq.com/x/cover/1ewsl8tv9j45psy.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/1ewsl8tv9j45psy1508222259/220"">"
冰雪奇缘:生日惊喜,8.8,True,主演：克里斯汀·贝尔,1亿,"<a href=""https://v.qq.com/x/cover/fxth4h1ghmfvsfs.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/fxth4h1ghmfvsfst1444842458.jpg/220"">"
孤儿怨,8.8,True,主演：伊莎贝拉·弗尔曼 吉米·本内特 维拉·法梅加 彼得·萨斯加德 阿娅娜·恩吉妮尔,3028万,"<a href=""https://v.qq.com/x/cover/6mh5f2mpvamfyli.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/6mh5f2mpvamfylit1444742966.jpg/220"">"
天劫余生,8.8,True,主演：伊桑·霍克 文森特·斯帕诺,1232万,"<a href=""https://v.qq.com/x/cover/7p9u57iedfv9xwy.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/7p9u57iedfv9xwyt1444754608.jpg/220"">"
我，机器人,8.8,True,主演：威尔·史密斯 布丽姬·穆娜 艾伦·图代克 布鲁斯·格林伍德 詹姆斯·克伦威尔,4034万,"<a href=""https://v.qq.com/x/cover/ecta0n6w6oaiw2k.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/ecta0n6w6oaiw2k1487579841/220"">"
昆虫总动员,8.8,True,小瓢虫森林大冒险,2549万,"<a href=""https://v.qq.com/x/cover/8p1dsqa7or7t3b8.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/8p1dsqa7or7t3b8t1444764995.jpg/220"">"
妈咪,8.8,True,主演：帕特里克·华德 安妮·杜尔瓦勒 苏珊娜·克莱蒙 Antoine-Olivier Pilon,712万,"<a href=""https://v.qq.com/x/cover/oo2zjhhbupyakfh.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/oo2zjhhbupyakfh1554695738/220"">"
龙争虎斗,8.8,True,主演：李小龙 石坚 茅瑛,531万,"<a href=""https://v.qq.com/x/cover/dudvc5c6y5eeae5.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/dudvc5c6y5eeae5t1444820041.jpg/220"">"
天若有情,8.8,True,主演：刘德华 吴倩莲,2432万,"<a href=""https://v.qq.com/x/cover/e5ccu4n46f7gb75.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/e5ccu4n46f7gb751559730436/220"">"
旺角卡门,8.8,True,主演：刘德华 张曼玉 张学友 万梓良,9223万,"<a href=""https://v.qq.com/x/cover/pg8g3luz3l2b8ap.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/pg8g3luz3l2b8ap1523513962/220"">"
未知死亡,8.8,True,主演：阿米尔·汗 阿辛 吉雅·罕,7967万,"<a href=""https://v.qq.com/x/cover/w5mlo28r8qyskfe.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/w5mlo28r8qyskfet1444920774.jpg/220"">"
冰川时代3,8.8,True,主演：雷·罗马诺 约翰·雷吉扎莫 丹尼斯·利瑞 Maile Flanagan,1512万,"<a href=""https://v.qq.com/x/cover/d5mkraazz53p6gt.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/d5mkraazz53p6gt1523602504/220"">"
暗杀,8.8,False,主演：全智贤 李政宰 河正宇 吴达洙,6882万,"<a href=""https://v.qq.com/x/cover/94yu6g0kp8dfsak.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/94yu6g0kp8dfsakt1444769797.jpg/220"">"
马卡拉,8.8,False,主演：Lydie Kasongo Kabwita Kasongo,39万,"<a href=""https://v.qq.com/x/cover/nvpzaocsglsqmlz.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/nvpzaocsglsqmlz1510047308/220"">"
英烈的岁月,8.8,True,主演：马修·莫迪恩 埃里克·斯托尔兹 西恩·奥斯汀,227万,"<a href=""https://v.qq.com/x/cover/y6kjwrng89h7tas.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/y6kjwrng89h7tast1444941584.jpg/220"">"
率性而活,8.8,True,主演：孙秉浩 李汉威 郑在泳 林志恩 李英恩,956万,"<a href=""https://v.qq.com/x/cover/dv2yno3niuuh53f.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/dv2yno3niuuh53ft1444820245.jpg/220"">"
好家伙,8.8,True,主演：罗伯特·德尼罗 雷·利奥塔 乔·佩西 洛南·布雷科 保罗·索维诺,233万,"<a href=""https://v.qq.com/x/cover/il6nducyja7yaih.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/il6nducyja7yaiht1444880224.jpg/220"">"
朱丽叶与梁山伯,8.8,True,主演：吴君如 吴镇宇 任达华,640万,"<a href=""https://v.qq.com/x/cover/9hjwf1dj8l8rtqd.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/9hjwf1dj8l8rtqdt1444773600.jpg/220"">"
搭错车,8.8,True,主演：孙越 刘瑞琪 李立群 吴少刚 江霞,459万,"<a href=""https://v.qq.com/x/cover/eptnjnuul2vb0hx.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/eptnjnuul2vb0hx1534142294/220"">"
决战之后,8.8,True,主演：古月 黄凯 李法曾 刘锡田,248万,"<a href=""https://v.qq.com/x/cover/2gdr21uyg3seqwa.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/2gdr21uyg3seqwa1550195480/220"">"
朝阳沟,8.8,True,主演：魏云 王善扑 高洁 马林,914万,"<a href=""https://v.qq.com/x/cover/fheu6vitwc2jm4j.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/fheu6vitwc2jm4j1550563810/220"">"
万物理论,8.8,True,主演：埃迪·雷德梅恩 菲丽希缇·琼斯 查理·考克斯 艾米丽·沃森,1624万,"<a href=""https://v.qq.com/x/cover/pofgdot4vloty0h.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/pofgdot4vloty0h1554802066/220"">"
